QuadName,Treatment,Group,year,spp,area,cover
P1 Q4,Control,P1,1957,PSSP,0.019540961796773053,1.9540961796773053
P2 Q1,Control,P2,1957,PSSP,0.011115300000000005,1.1115300000000006
P2 Q2,Control,P2,1957,PSSP,0.011529658679837008,1.1529658679837007
P2 Q3,Control,P2,1957,PSSP,0.006023958021419995,0.6023958021419995
P2 Q4,Control,P2,1957,PSSP,0.002431215,0.2431215
P7 E1 Q1,Control,P7E1,1957,PSSP,NA,NA
P7 E1 Q2,Control,P7E1,1957,PSSP,NA,NA
P7 E1 Q3,Control,P7E1,1957,PSSP,NA,NA
P7 E1 Q4,Control,P7E1,1957,PSSP,NA,NA
P10 E1 Q1,Control,P10E1,1957,PSSP,NA,NA
P10 E1 Q2,Control,P10E1,1957,PSSP,NA,NA
P10 E1 Q3,Control,P10E1,1957,PSSP,NA,NA
P10 E1 Q4,Control,P10E1,1957,PSSP,NA,NA
X1,Irrigation,E1,1957,PSSP,NA,NA
X2,Drought,E1,1957,PSSP,NA,NA
X5,Drought,E1,1957,PSSP,NA,NA
X6,Irrigation,E1,1957,PSSP,NA,NA
X7,Irrigation,E1,1957,PSSP,NA,NA
X8,Drought,E1,1957,PSSP,NA,NA
X11,Drought,E1,1957,PSSP,NA,NA
X12,Irrigation,E1,1957,PSSP,NA,NA
X13,Drought,E1,1957,PSSP,NA,NA
X14,Irrigation,E1,1957,PSSP,NA,NA
X15,Drought,E1,1957,PSSP,NA,NA
X16,Irrigation,E1,1957,PSSP,NA,NA
X17,Drought,E1,1957,PSSP,NA,NA
X18,Irrigation,E1,1957,PSSP,NA,NA
X19,Irrigation,E1,1957,PSSP,NA,NA
X20,Drought,E1,1957,PSSP,NA,NA
E1 Q1,Control,E1,1958,PSSP,NA,NA
E1 Q2,Control,E1,1958,PSSP,NA,NA
E1 Q3,Control,E1,1958,PSSP,NA,NA
E1 Q4,Control,E1,1958,PSSP,NA,NA
E1 Q5,Control,E1,1958,PSSP,NA,NA
E1 Q6,Control,E1,1958,PSSP,NA,NA
P1 E1 Q1,Control,P1E1,1958,PSSP,NA,NA
P1 E1 Q2,Control,P1E1,1958,PSSP,NA,NA
P1 E1 Q3,Control,P1E1,1958,PSSP,NA,NA
P1 E1 Q4,Control,P1E1,1958,PSSP,NA,NA
P1 Q1,Control,P1,1958,PSSP,NA,NA
P1 Q2,Control,P1,1958,PSSP,NA,NA
P1 Q3,Control,P1,1958,PSSP,NA,NA
P1 Q4,Control,P1,1958,PSSP,NA,NA
P2 Q1,Control,P2,1958,PSSP,NA,NA
P2 Q2,Control,P2,1958,PSSP,NA,NA
P2 Q3,Control,P2,1958,PSSP,NA,NA
P2 Q4,Control,P2,1958,PSSP,NA,NA
P7 E1 Q1,Control,P7E1,1958,PSSP,NA,NA
P7 E1 Q2,Control,P7E1,1958,PSSP,NA,NA
P7 E1 Q3,Control,P7E1,1958,PSSP,NA,NA
P7 E1 Q4,Control,P7E1,1958,PSSP,NA,NA
P10 E1 Q1,Control,P10E1,1958,PSSP,NA,NA
P10 E1 Q2,Control,P10E1,1958,PSSP,NA,NA
P10 E1 Q3,Control,P10E1,1958,PSSP,NA,NA
P10 E1 Q4,Control,P10E1,1958,PSSP,NA,NA
X1,Irrigation,E1,1958,PSSP,NA,NA
X2,Drought,E1,1958,PSSP,NA,NA
X5,Drought,E1,1958,PSSP,NA,NA
X6,Irrigation,E1,1958,PSSP,NA,NA
X7,Irrigation,E1,1958,PSSP,NA,NA
X8,Drought,E1,1958,PSSP,NA,NA
X11,Drought,E1,1958,PSSP,NA,NA
X12,Irrigation,E1,1958,PSSP,NA,NA
X13,Drought,E1,1958,PSSP,NA,NA
X14,Irrigation,E1,1958,PSSP,NA,NA
X15,Drought,E1,1958,PSSP,NA,NA
X16,Irrigation,E1,1958,PSSP,NA,NA
X17,Drought,E1,1958,PSSP,NA,NA
X18,Irrigation,E1,1958,PSSP,NA,NA
X19,Irrigation,E1,1958,PSSP,NA,NA
X20,Drought,E1,1958,PSSP,NA,NA
E1 Q1,Control,E1,1959,PSSP,NA,NA
E1 Q2,Control,E1,1959,PSSP,NA,NA
E1 Q3,Control,E1,1959,PSSP,NA,NA
E1 Q4,Control,E1,1959,PSSP,NA,NA
E1 Q5,Control,E1,1959,PSSP,NA,NA
E1 Q6,Control,E1,1959,PSSP,NA,NA
P1 E1 Q1,Control,P1E1,1959,PSSP,NA,NA
P1 E1 Q2,Control,P1E1,1959,PSSP,NA,NA
P1 E1 Q3,Control,P1E1,1959,PSSP,NA,NA
P1 E1 Q4,Control,P1E1,1959,PSSP,NA,NA
P1 Q1,Control,P1,1959,PSSP,NA,NA
P1 Q2,Control,P1,1959,PSSP,NA,NA
P1 Q3,Control,P1,1959,PSSP,NA,NA
P1 Q4,Control,P1,1959,PSSP,NA,NA
P2 Q1,Control,P2,1959,PSSP,NA,NA
P2 Q2,Control,P2,1959,PSSP,NA,NA
P2 Q3,Control,P2,1959,PSSP,NA,NA
P2 Q4,Control,P2,1959,PSSP,NA,NA
P7 E1 Q1,Control,P7E1,1959,PSSP,NA,NA
P7 E1 Q2,Control,P7E1,1959,PSSP,NA,NA
P7 E1 Q3,Control,P7E1,1959,PSSP,NA,NA
P7 E1 Q4,Control,P7E1,1959,PSSP,NA,NA
P10 E1 Q1,Control,P10E1,1959,PSSP,NA,NA
P10 E1 Q2,Control,P10E1,1959,PSSP,NA,NA
P10 E1 Q3,Control,P10E1,1959,PSSP,NA,NA
P10 E1 Q4,Control,P10E1,1959,PSSP,NA,NA
X1,Irrigation,E1,1959,PSSP,NA,NA
X2,Drought,E1,1959,PSSP,NA,NA
X5,Drought,E1,1959,PSSP,NA,NA
X6,Irrigation,E1,1959,PSSP,NA,NA
X7,Irrigation,E1,1959,PSSP,NA,NA
X8,Drought,E1,1959,PSSP,NA,NA
X11,Drought,E1,1959,PSSP,NA,NA
X12,Irrigation,E1,1959,PSSP,NA,NA
X13,Drought,E1,1959,PSSP,NA,NA
X14,Irrigation,E1,1959,PSSP,NA,NA
X15,Drought,E1,1959,PSSP,NA,NA
X16,Irrigation,E1,1959,PSSP,NA,NA
X17,Drought,E1,1959,PSSP,NA,NA
X18,Irrigation,E1,1959,PSSP,NA,NA
X19,Irrigation,E1,1959,PSSP,NA,NA
X20,Drought,E1,1959,PSSP,NA,NA
E1 Q1,Control,E1,1960,PSSP,NA,NA
E1 Q2,Control,E1,1960,PSSP,NA,NA
E1 Q3,Control,E1,1960,PSSP,NA,NA
E1 Q4,Control,E1,1960,PSSP,NA,NA
E1 Q5,Control,E1,1960,PSSP,NA,NA
E1 Q6,Control,E1,1960,PSSP,NA,NA
P1 E1 Q1,Control,P1E1,1960,PSSP,NA,NA
P1 E1 Q2,Control,P1E1,1960,PSSP,NA,NA
P1 E1 Q3,Control,P1E1,1960,PSSP,NA,NA
P1 E1 Q4,Control,P1E1,1960,PSSP,NA,NA
P1 Q1,Control,P1,1960,PSSP,NA,NA
P1 Q2,Control,P1,1960,PSSP,NA,NA
P1 Q3,Control,P1,1960,PSSP,NA,NA
P1 Q4,Control,P1,1960,PSSP,NA,NA
P2 Q1,Control,P2,1960,PSSP,NA,NA
P2 Q2,Control,P2,1960,PSSP,NA,NA
P2 Q3,Control,P2,1960,PSSP,NA,NA
P2 Q4,Control,P2,1960,PSSP,NA,NA
P7 E1 Q1,Control,P7E1,1960,PSSP,NA,NA
P7 E1 Q2,Control,P7E1,1960,PSSP,NA,NA
P7 E1 Q3,Control,P7E1,1960,PSSP,NA,NA
P7 E1 Q4,Control,P7E1,1960,PSSP,NA,NA
P10 E1 Q1,Control,P10E1,1960,PSSP,NA,NA
P10 E1 Q2,Control,P10E1,1960,PSSP,NA,NA
P10 E1 Q3,Control,P10E1,1960,PSSP,NA,NA
P10 E1 Q4,Control,P10E1,1960,PSSP,NA,NA
X1,Irrigation,E1,1960,PSSP,NA,NA
X2,Drought,E1,1960,PSSP,NA,NA
X5,Drought,E1,1960,PSSP,NA,NA
X6,Irrigation,E1,1960,PSSP,NA,NA
X7,Irrigation,E1,1960,PSSP,NA,NA
X8,Drought,E1,1960,PSSP,NA,NA
X11,Drought,E1,1960,PSSP,NA,NA
X12,Irrigation,E1,1960,PSSP,NA,NA
X13,Drought,E1,1960,PSSP,NA,NA
X14,Irrigation,E1,1960,PSSP,NA,NA
X15,Drought,E1,1960,PSSP,NA,NA
X16,Irrigation,E1,1960,PSSP,NA,NA
X17,Drought,E1,1960,PSSP,NA,NA
X18,Irrigation,E1,1960,PSSP,NA,NA
X19,Irrigation,E1,1960,PSSP,NA,NA
X20,Drought,E1,1960,PSSP,NA,NA
E1 Q1,Control,E1,1961,PSSP,NA,NA
E1 Q2,Control,E1,1961,PSSP,NA,NA
E1 Q3,Control,E1,1961,PSSP,NA,NA
E1 Q4,Control,E1,1961,PSSP,NA,NA
E1 Q5,Control,E1,1961,PSSP,NA,NA
E1 Q6,Control,E1,1961,PSSP,NA,NA
P1 E1 Q1,Control,P1E1,1961,PSSP,NA,NA
P1 E1 Q2,Control,P1E1,1961,PSSP,NA,NA
P1 E1 Q3,Control,P1E1,1961,PSSP,NA,NA
P1 E1 Q4,Control,P1E1,1961,PSSP,NA,NA
P1 Q1,Control,P1,1961,PSSP,NA,NA
P1 Q2,Control,P1,1961,PSSP,NA,NA
P1 Q3,Control,P1,1961,PSSP,NA,NA
P1 Q4,Control,P1,1961,PSSP,NA,NA
P2 Q1,Control,P2,1961,PSSP,NA,NA
P2 Q2,Control,P2,1961,PSSP,NA,NA
P2 Q3,Control,P2,1961,PSSP,NA,NA
P2 Q4,Control,P2,1961,PSSP,NA,NA
P7 E1 Q1,Control,P7E1,1961,PSSP,NA,NA
P7 E1 Q2,Control,P7E1,1961,PSSP,NA,NA
P7 E1 Q3,Control,P7E1,1961,PSSP,NA,NA
P7 E1 Q4,Control,P7E1,1961,PSSP,NA,NA
P10 E1 Q1,Control,P10E1,1961,PSSP,NA,NA
P10 E1 Q2,Control,P10E1,1961,PSSP,NA,NA
P10 E1 Q3,Control,P10E1,1961,PSSP,NA,NA
P10 E1 Q4,Control,P10E1,1961,PSSP,NA,NA
X1,Irrigation,E1,1961,PSSP,NA,NA
X2,Drought,E1,1961,PSSP,NA,NA
X5,Drought,E1,1961,PSSP,NA,NA
X6,Irrigation,E1,1961,PSSP,NA,NA
X7,Irrigation,E1,1961,PSSP,NA,NA
X8,Drought,E1,1961,PSSP,NA,NA
X11,Drought,E1,1961,PSSP,NA,NA
X12,Irrigation,E1,1961,PSSP,NA,NA
X13,Drought,E1,1961,PSSP,NA,NA
X14,Irrigation,E1,1961,PSSP,NA,NA
X15,Drought,E1,1961,PSSP,NA,NA
X16,Irrigation,E1,1961,PSSP,NA,NA
X17,Drought,E1,1961,PSSP,NA,NA
X18,Irrigation,E1,1961,PSSP,NA,NA
X19,Irrigation,E1,1961,PSSP,NA,NA
X20,Drought,E1,1961,PSSP,NA,NA
E1 Q1,Control,E1,1962,PSSP,NA,NA
E1 Q2,Control,E1,1962,PSSP,NA,NA
E1 Q3,Control,E1,1962,PSSP,NA,NA
E1 Q4,Control,E1,1962,PSSP,NA,NA
E1 Q5,Control,E1,1962,PSSP,NA,NA
E1 Q6,Control,E1,1962,PSSP,NA,NA
P1 E1 Q1,Control,P1E1,1962,PSSP,NA,NA
P1 E1 Q2,Control,P1E1,1962,PSSP,NA,NA
P1 E1 Q3,Control,P1E1,1962,PSSP,NA,NA
P1 E1 Q4,Control,P1E1,1962,PSSP,NA,NA
P1 Q1,Control,P1,1962,PSSP,NA,NA
P1 Q2,Control,P1,1962,PSSP,NA,NA
P1 Q3,Control,P1,1962,PSSP,NA,NA
P1 Q4,Control,P1,1962,PSSP,NA,NA
P2 Q1,Control,P2,1962,PSSP,NA,NA
P2 Q2,Control,P2,1962,PSSP,NA,NA
P2 Q3,Control,P2,1962,PSSP,NA,NA
P2 Q4,Control,P2,1962,PSSP,NA,NA
P7 E1 Q1,Control,P7E1,1962,PSSP,NA,NA
P7 E1 Q2,Control,P7E1,1962,PSSP,NA,NA
P7 E1 Q3,Control,P7E1,1962,PSSP,NA,NA
P7 E1 Q4,Control,P7E1,1962,PSSP,NA,NA
P10 E1 Q1,Control,P10E1,1962,PSSP,NA,NA
P10 E1 Q2,Control,P10E1,1962,PSSP,NA,NA
P10 E1 Q3,Control,P10E1,1962,PSSP,NA,NA
P10 E1 Q4,Control,P10E1,1962,PSSP,NA,NA
X1,Irrigation,E1,1962,PSSP,NA,NA
X2,Drought,E1,1962,PSSP,NA,NA
X5,Drought,E1,1962,PSSP,NA,NA
X6,Irrigation,E1,1962,PSSP,NA,NA
X7,Irrigation,E1,1962,PSSP,NA,NA
X8,Drought,E1,1962,PSSP,NA,NA
X11,Drought,E1,1962,PSSP,NA,NA
X12,Irrigation,E1,1962,PSSP,NA,NA
X13,Drought,E1,1962,PSSP,NA,NA
X14,Irrigation,E1,1962,PSSP,NA,NA
X15,Drought,E1,1962,PSSP,NA,NA
X16,Irrigation,E1,1962,PSSP,NA,NA
X17,Drought,E1,1962,PSSP,NA,NA
X18,Irrigation,E1,1962,PSSP,NA,NA
X19,Irrigation,E1,1962,PSSP,NA,NA
X20,Drought,E1,1962,PSSP,NA,NA
E1 Q1,Control,E1,1963,PSSP,NA,NA
E1 Q2,Control,E1,1963,PSSP,NA,NA
E1 Q3,Control,E1,1963,PSSP,NA,NA
E1 Q4,Control,E1,1963,PSSP,NA,NA
E1 Q5,Control,E1,1963,PSSP,NA,NA
E1 Q6,Control,E1,1963,PSSP,NA,NA
P1 E1 Q1,Control,P1E1,1963,PSSP,NA,NA
P1 E1 Q2,Control,P1E1,1963,PSSP,NA,NA
P1 E1 Q3,Control,P1E1,1963,PSSP,NA,NA
P1 E1 Q4,Control,P1E1,1963,PSSP,NA,NA
P1 Q1,Control,P1,1963,PSSP,NA,NA
P1 Q2,Control,P1,1963,PSSP,NA,NA
P1 Q3,Control,P1,1963,PSSP,NA,NA
P1 Q4,Control,P1,1963,PSSP,NA,NA
P2 Q1,Control,P2,1963,PSSP,NA,NA
P2 Q2,Control,P2,1963,PSSP,NA,NA
P2 Q3,Control,P2,1963,PSSP,NA,NA
P2 Q4,Control,P2,1963,PSSP,NA,NA
P7 E1 Q1,Control,P7E1,1963,PSSP,NA,NA
P7 E1 Q2,Control,P7E1,1963,PSSP,NA,NA
P7 E1 Q3,Control,P7E1,1963,PSSP,NA,NA
P7 E1 Q4,Control,P7E1,1963,PSSP,NA,NA
P10 E1 Q1,Control,P10E1,1963,PSSP,NA,NA
P10 E1 Q2,Control,P10E1,1963,PSSP,NA,NA
P10 E1 Q3,Control,P10E1,1963,PSSP,NA,NA
P10 E1 Q4,Control,P10E1,1963,PSSP,NA,NA
X1,Irrigation,E1,1963,PSSP,NA,NA
X2,Drought,E1,1963,PSSP,NA,NA
X5,Drought,E1,1963,PSSP,NA,NA
X6,Irrigation,E1,1963,PSSP,NA,NA
X7,Irrigation,E1,1963,PSSP,NA,NA
X8,Drought,E1,1963,PSSP,NA,NA
X11,Drought,E1,1963,PSSP,NA,NA
X12,Irrigation,E1,1963,PSSP,NA,NA
X13,Drought,E1,1963,PSSP,NA,NA
X14,Irrigation,E1,1963,PSSP,NA,NA
X15,Drought,E1,1963,PSSP,NA,NA
X16,Irrigation,E1,1963,PSSP,NA,NA
X17,Drought,E1,1963,PSSP,NA,NA
X18,Irrigation,E1,1963,PSSP,NA,NA
X19,Irrigation,E1,1963,PSSP,NA,NA
X20,Drought,E1,1963,PSSP,NA,NA
E1 Q1,Control,E1,1964,PSSP,NA,NA
E1 Q2,Control,E1,1964,PSSP,NA,NA
E1 Q3,Control,E1,1964,PSSP,NA,NA
E1 Q4,Control,E1,1964,PSSP,NA,NA
E1 Q5,Control,E1,1964,PSSP,NA,NA
E1 Q6,Control,E1,1964,PSSP,NA,NA
P1 E1 Q1,Control,P1E1,1964,PSSP,NA,NA
P1 E1 Q2,Control,P1E1,1964,PSSP,NA,NA
P1 E1 Q3,Control,P1E1,1964,PSSP,NA,NA
P1 E1 Q4,Control,P1E1,1964,PSSP,NA,NA
P1 Q1,Control,P1,1964,PSSP,NA,NA
P1 Q2,Control,P1,1964,PSSP,NA,NA
P1 Q3,Control,P1,1964,PSSP,NA,NA
P1 Q4,Control,P1,1964,PSSP,NA,NA
P2 Q1,Control,P2,1964,PSSP,NA,NA
P2 Q2,Control,P2,1964,PSSP,NA,NA
P2 Q3,Control,P2,1964,PSSP,NA,NA
P2 Q4,Control,P2,1964,PSSP,NA,NA
P7 E1 Q1,Control,P7E1,1964,PSSP,NA,NA
P7 E1 Q2,Control,P7E1,1964,PSSP,NA,NA
P7 E1 Q3,Control,P7E1,1964,PSSP,NA,NA
P7 E1 Q4,Control,P7E1,1964,PSSP,NA,NA
P10 E1 Q1,Control,P10E1,1964,PSSP,NA,NA
P10 E1 Q2,Control,P10E1,1964,PSSP,NA,NA
P10 E1 Q3,Control,P10E1,1964,PSSP,NA,NA
P10 E1 Q4,Control,P10E1,1964,PSSP,NA,NA
X1,Irrigation,E1,1964,PSSP,NA,NA
X2,Drought,E1,1964,PSSP,NA,NA
X5,Drought,E1,1964,PSSP,NA,NA
X6,Irrigation,E1,1964,PSSP,NA,NA
X7,Irrigation,E1,1964,PSSP,NA,NA
X8,Drought,E1,1964,PSSP,NA,NA
X11,Drought,E1,1964,PSSP,NA,NA
X12,Irrigation,E1,1964,PSSP,NA,NA
X13,Drought,E1,1964,PSSP,NA,NA
X14,Irrigation,E1,1964,PSSP,NA,NA
X15,Drought,E1,1964,PSSP,NA,NA
X16,Irrigation,E1,1964,PSSP,NA,NA
X17,Drought,E1,1964,PSSP,NA,NA
X18,Irrigation,E1,1964,PSSP,NA,NA
X19,Irrigation,E1,1964,PSSP,NA,NA
X20,Drought,E1,1964,PSSP,NA,NA
E1 Q1,Control,E1,1965,PSSP,NA,NA
E1 Q2,Control,E1,1965,PSSP,NA,NA
E1 Q3,Control,E1,1965,PSSP,NA,NA
E1 Q4,Control,E1,1965,PSSP,NA,NA
E1 Q5,Control,E1,1965,PSSP,NA,NA
E1 Q6,Control,E1,1965,PSSP,NA,NA
P1 E1 Q1,Control,P1E1,1965,PSSP,NA,NA
P1 E1 Q2,Control,P1E1,1965,PSSP,NA,NA
P1 E1 Q3,Control,P1E1,1965,PSSP,NA,NA
P1 E1 Q4,Control,P1E1,1965,PSSP,NA,NA
P1 Q1,Control,P1,1965,PSSP,NA,NA
P1 Q2,Control,P1,1965,PSSP,NA,NA
P1 Q3,Control,P1,1965,PSSP,NA,NA
P1 Q4,Control,P1,1965,PSSP,NA,NA
P2 Q1,Control,P2,1965,PSSP,NA,NA
P2 Q2,Control,P2,1965,PSSP,NA,NA
P2 Q3,Control,P2,1965,PSSP,NA,NA
P2 Q4,Control,P2,1965,PSSP,NA,NA
P7 E1 Q1,Control,P7E1,1965,PSSP,NA,NA
P7 E1 Q2,Control,P7E1,1965,PSSP,NA,NA
P7 E1 Q3,Control,P7E1,1965,PSSP,NA,NA
P7 E1 Q4,Control,P7E1,1965,PSSP,NA,NA
P10 E1 Q1,Control,P10E1,1965,PSSP,NA,NA
P10 E1 Q2,Control,P10E1,1965,PSSP,NA,NA
P10 E1 Q3,Control,P10E1,1965,PSSP,NA,NA
P10 E1 Q4,Control,P10E1,1965,PSSP,NA,NA
X1,Irrigation,E1,1965,PSSP,NA,NA
X2,Drought,E1,1965,PSSP,NA,NA
X5,Drought,E1,1965,PSSP,NA,NA
X6,Irrigation,E1,1965,PSSP,NA,NA
X7,Irrigation,E1,1965,PSSP,NA,NA
X8,Drought,E1,1965,PSSP,NA,NA
X11,Drought,E1,1965,PSSP,NA,NA
X12,Irrigation,E1,1965,PSSP,NA,NA
X13,Drought,E1,1965,PSSP,NA,NA
X14,Irrigation,E1,1965,PSSP,NA,NA
X15,Drought,E1,1965,PSSP,NA,NA
X16,Irrigation,E1,1965,PSSP,NA,NA
X17,Drought,E1,1965,PSSP,NA,NA
X18,Irrigation,E1,1965,PSSP,NA,NA
X19,Irrigation,E1,1965,PSSP,NA,NA
X20,Drought,E1,1965,PSSP,NA,NA
E1 Q1,Control,E1,1966,PSSP,NA,NA
E1 Q2,Control,E1,1966,PSSP,NA,NA
E1 Q3,Control,E1,1966,PSSP,NA,NA
E1 Q4,Control,E1,1966,PSSP,NA,NA
E1 Q5,Control,E1,1966,PSSP,NA,NA
E1 Q6,Control,E1,1966,PSSP,NA,NA
P1 E1 Q1,Control,P1E1,1966,PSSP,NA,NA
P1 E1 Q2,Control,P1E1,1966,PSSP,NA,NA
P1 E1 Q3,Control,P1E1,1966,PSSP,NA,NA
P1 E1 Q4,Control,P1E1,1966,PSSP,NA,NA
P1 Q1,Control,P1,1966,PSSP,NA,NA
P1 Q2,Control,P1,1966,PSSP,NA,NA
P1 Q3,Control,P1,1966,PSSP,NA,NA
P1 Q4,Control,P1,1966,PSSP,NA,NA
P2 Q1,Control,P2,1966,PSSP,NA,NA
P2 Q2,Control,P2,1966,PSSP,NA,NA
P2 Q3,Control,P2,1966,PSSP,NA,NA
P2 Q4,Control,P2,1966,PSSP,NA,NA
P7 E1 Q1,Control,P7E1,1966,PSSP,NA,NA
P7 E1 Q2,Control,P7E1,1966,PSSP,NA,NA
P7 E1 Q3,Control,P7E1,1966,PSSP,NA,NA
P7 E1 Q4,Control,P7E1,1966,PSSP,NA,NA
P10 E1 Q1,Control,P10E1,1966,PSSP,NA,NA
P10 E1 Q2,Control,P10E1,1966,PSSP,NA,NA
P10 E1 Q3,Control,P10E1,1966,PSSP,NA,NA
P10 E1 Q4,Control,P10E1,1966,PSSP,NA,NA
X1,Irrigation,E1,1966,PSSP,NA,NA
X2,Drought,E1,1966,PSSP,NA,NA
X5,Drought,E1,1966,PSSP,NA,NA
X6,Irrigation,E1,1966,PSSP,NA,NA
X7,Irrigation,E1,1966,PSSP,NA,NA
X8,Drought,E1,1966,PSSP,NA,NA
X11,Drought,E1,1966,PSSP,NA,NA
X12,Irrigation,E1,1966,PSSP,NA,NA
X13,Drought,E1,1966,PSSP,NA,NA
X14,Irrigation,E1,1966,PSSP,NA,NA
X15,Drought,E1,1966,PSSP,NA,NA
X16,Irrigation,E1,1966,PSSP,NA,NA
X17,Drought,E1,1966,PSSP,NA,NA
X18,Irrigation,E1,1966,PSSP,NA,NA
X19,Irrigation,E1,1966,PSSP,NA,NA
X20,Drought,E1,1966,PSSP,NA,NA
E1 Q1,Control,E1,1967,PSSP,NA,NA
E1 Q2,Control,E1,1967,PSSP,NA,NA
E1 Q3,Control,E1,1967,PSSP,NA,NA
E1 Q4,Control,E1,1967,PSSP,NA,NA
E1 Q5,Control,E1,1967,PSSP,NA,NA
E1 Q6,Control,E1,1967,PSSP,NA,NA
P1 E1 Q1,Control,P1E1,1967,PSSP,NA,NA
P1 E1 Q2,Control,P1E1,1967,PSSP,NA,NA
P1 E1 Q3,Control,P1E1,1967,PSSP,NA,NA
P1 E1 Q4,Control,P1E1,1967,PSSP,NA,NA
P1 Q1,Control,P1,1967,PSSP,NA,NA
P1 Q2,Control,P1,1967,PSSP,NA,NA
P1 Q3,Control,P1,1967,PSSP,NA,NA
P1 Q4,Control,P1,1967,PSSP,NA,NA
P2 Q1,Control,P2,1967,PSSP,NA,NA
P2 Q2,Control,P2,1967,PSSP,NA,NA
P2 Q3,Control,P2,1967,PSSP,NA,NA
P2 Q4,Control,P2,1967,PSSP,NA,NA
P7 E1 Q1,Control,P7E1,1967,PSSP,NA,NA
P7 E1 Q2,Control,P7E1,1967,PSSP,NA,NA
P7 E1 Q3,Control,P7E1,1967,PSSP,NA,NA
P7 E1 Q4,Control,P7E1,1967,PSSP,NA,NA
P10 E1 Q1,Control,P10E1,1967,PSSP,NA,NA
P10 E1 Q2,Control,P10E1,1967,PSSP,NA,NA
P10 E1 Q3,Control,P10E1,1967,PSSP,NA,NA
P10 E1 Q4,Control,P10E1,1967,PSSP,NA,NA
X1,Irrigation,E1,1967,PSSP,NA,NA
X2,Drought,E1,1967,PSSP,NA,NA
X5,Drought,E1,1967,PSSP,NA,NA
X6,Irrigation,E1,1967,PSSP,NA,NA
X7,Irrigation,E1,1967,PSSP,NA,NA
X8,Drought,E1,1967,PSSP,NA,NA
X11,Drought,E1,1967,PSSP,NA,NA
X12,Irrigation,E1,1967,PSSP,NA,NA
X13,Drought,E1,1967,PSSP,NA,NA
X14,Irrigation,E1,1967,PSSP,NA,NA
X15,Drought,E1,1967,PSSP,NA,NA
X16,Irrigation,E1,1967,PSSP,NA,NA
X17,Drought,E1,1967,PSSP,NA,NA
X18,Irrigation,E1,1967,PSSP,NA,NA
X19,Irrigation,E1,1967,PSSP,NA,NA
X20,Drought,E1,1967,PSSP,NA,NA
E1 Q1,Control,E1,1968,PSSP,NA,NA
E1 Q2,Control,E1,1968,PSSP,NA,NA
E1 Q3,Control,E1,1968,PSSP,NA,NA
E1 Q4,Control,E1,1968,PSSP,NA,NA
E1 Q5,Control,E1,1968,PSSP,NA,NA
E1 Q6,Control,E1,1968,PSSP,NA,NA
P1 E1 Q1,Control,P1E1,1968,PSSP,NA,NA
P1 E1 Q2,Control,P1E1,1968,PSSP,NA,NA
P1 E1 Q3,Control,P1E1,1968,PSSP,NA,NA
P1 E1 Q4,Control,P1E1,1968,PSSP,NA,NA
P1 Q1,Control,P1,1968,PSSP,NA,NA
P1 Q2,Control,P1,1968,PSSP,NA,NA
P1 Q3,Control,P1,1968,PSSP,NA,NA
P1 Q4,Control,P1,1968,PSSP,NA,NA
P2 Q1,Control,P2,1968,PSSP,NA,NA
P2 Q2,Control,P2,1968,PSSP,NA,NA
P2 Q3,Control,P2,1968,PSSP,NA,NA
P2 Q4,Control,P2,1968,PSSP,NA,NA
P7 E1 Q1,Control,P7E1,1968,PSSP,NA,NA
P7 E1 Q2,Control,P7E1,1968,PSSP,NA,NA
P7 E1 Q3,Control,P7E1,1968,PSSP,NA,NA
P7 E1 Q4,Control,P7E1,1968,PSSP,NA,NA
P10 E1 Q1,Control,P10E1,1968,PSSP,NA,NA
P10 E1 Q2,Control,P10E1,1968,PSSP,NA,NA
P10 E1 Q3,Control,P10E1,1968,PSSP,NA,NA
P10 E1 Q4,Control,P10E1,1968,PSSP,NA,NA
X1,Irrigation,E1,1968,PSSP,NA,NA
X2,Drought,E1,1968,PSSP,NA,NA
X5,Drought,E1,1968,PSSP,NA,NA
X6,Irrigation,E1,1968,PSSP,NA,NA
X7,Irrigation,E1,1968,PSSP,NA,NA
X8,Drought,E1,1968,PSSP,NA,NA
X11,Drought,E1,1968,PSSP,NA,NA
X12,Irrigation,E1,1968,PSSP,NA,NA
X13,Drought,E1,1968,PSSP,NA,NA
X14,Irrigation,E1,1968,PSSP,NA,NA
X15,Drought,E1,1968,PSSP,NA,NA
X16,Irrigation,E1,1968,PSSP,NA,NA
X17,Drought,E1,1968,PSSP,NA,NA
X18,Irrigation,E1,1968,PSSP,NA,NA
X19,Irrigation,E1,1968,PSSP,NA,NA
X20,Drought,E1,1968,PSSP,NA,NA
E1 Q1,Control,E1,1969,PSSP,NA,NA
E1 Q2,Control,E1,1969,PSSP,NA,NA
E1 Q3,Control,E1,1969,PSSP,NA,NA
E1 Q4,Control,E1,1969,PSSP,NA,NA
E1 Q5,Control,E1,1969,PSSP,NA,NA
E1 Q6,Control,E1,1969,PSSP,NA,NA
P1 E1 Q1,Control,P1E1,1969,PSSP,NA,NA
P1 E1 Q2,Control,P1E1,1969,PSSP,NA,NA
P1 E1 Q3,Control,P1E1,1969,PSSP,NA,NA
P1 E1 Q4,Control,P1E1,1969,PSSP,NA,NA
P1 Q1,Control,P1,1969,PSSP,NA,NA
P1 Q2,Control,P1,1969,PSSP,NA,NA
